filename,class,xmin,ymin,xmax,ymax
56.jpg,line,14,1,624,127
56.jpg,line,17,149,627,276
56.jpg,line,14,279,624,407
56.jpg,line,12,389,623,517
57.jpg,line,21,31,614,149
57.jpg,line,21,153,614,271
57.jpg,line,19,305,612,423
57.jpg,line,19,425,612,543
58.jpg,line,130,35,619,206
58.jpg,line,113,162,551,361
58.jpg,line,108,289,528,575
59.jpg,line,21,38,613,144
59.jpg,line,18,177,611,283
59.jpg,line,16,293,609,398
59.jpg,line,16,445,608,550
6.jpg,line,52,31,592,155
6.jpg,line,52,167,591,291
6.jpg,line,50,304,602,429
6.jpg,line,46,447,597,572
60.jpg,line,16,56,617,185
60.jpg,line,13,184,614,313
60.jpg,line,10,288,611,417
60.jpg,line,7,439,608,568
61.jpg,line,23,30,611,173
61.jpg,line,25,147,613,290
61.jpg,line,24,276,612,419
61.jpg,line,24,411,612,554
62.jpg,line,104,90,439,213
62.jpg,line,84,273,595,370
62.jpg,line,128,425,545,535
63.jpg,line,19,54,618,195
63.jpg,line,18,180,617,320
63.jpg,line,17,236,617,420
63.jpg,line,24,380,623,594
64.jpg,line,19,102,616,212
64.jpg,line,14,195,611,306
64.jpg,line,7,296,607,442
64.jpg,line,18,414,620,610
65.jpg,line,20,72,616,188
65.jpg,line,19,198,615,314
65.jpg,line,18,311,614,427
65.jpg,line,18,432,613,548
66.jpg,line,17,81,615,202
66.jpg,line,15,204,612,325
66.jpg,line,15,335,612,456
66.jpg,line,15,395,613,557
67.jpg,line,23,73,617,204
67.jpg,line,24,166,618,297
67.jpg,line,23,294,617,425
67.jpg,line,18,422,612,553
68.jpg,line,14,32,626,137
68.jpg,line,8,153,621,258
68.jpg,line,7,292,619,397
68.jpg,line,6,401,617,538
69.jpg,line,32,49,615,147
69.jpg,line,29,162,612,260
69.jpg,line,26,302,612,432
69.jpg,line,30,442,616,571
7.jpg,line,64,25,617,160
7.jpg,line,62,186,614,321
7.jpg,line,57,324,610,459
7.jpg,line,57,446,610,582
70.jpg,line,22,38,614,144
70.jpg,line,25,195,616,301
70.jpg,line,24,310,615,416
70.jpg,line,21,447,613,552
71.jpg,line,29,53,610,169
71.jpg,line,27,171,608,287
71.jpg,line,22,335,603,450
71.jpg,line,21,434,602,550
72.jpg,line,23,60,609,200
72.jpg,line,23,187,607,327
72.jpg,line,25,312,608,428
72.jpg,line,22,404,605,585
73.jpg,line,21,32,607,151
73.jpg,line,20,182,606,300
73.jpg,line,20,323,606,442
73.jpg,line,21,440,607,559
74.jpg,line,37,27,597,168
74.jpg,line,27,300,587,441
74.jpg,line,33,159,593,300
74.jpg,line,37,447,598,588
75.jpg,line,38,44,593,151
75.jpg,line,36,166,590,273
75.jpg,line,32,301,587,408
75.jpg,line,37,459,592,566
76.jpg,line,80,112,306,253
76.jpg,line,84,279,258,462
76.jpg,line,368,333,475,403
77.jpg,line,36,50,613,186
77.jpg,line,34,184,611,320
77.jpg,line,32,317,609,454
77.jpg,line,31,469,608,605
78.jpg,line,32,69,610,183
78.jpg,line,30,187,609,302
78.jpg,line,30,318,609,432
78.jpg,line,29,448,608,562
79.jpg,line,50,75,448,192
79.jpg,line,48,205,448,316
79.jpg,line,48,342,448,453
79.jpg,line,48,466,87,545
8.jpg,line,64,39,580,148
8.jpg,line,63,178,579,288
8.jpg,line,57,304,573,414
8.jpg,line,52,422,572,560
80.jpg,line,28,64,456,193
80.jpg,line,28,190,456,320
80.jpg,line,42,304,176,407
80.jpg,line,47,459,125,556
81.jpg,line,50,79,505,185
81.jpg,line,48,208,503,314
81.jpg,line,49,337,504,443
81.jpg,line,47,453,244,554
82.jpg,line,48,116,450,209
82.jpg,line,47,225,449,319
82.jpg,line,45,329,447,422
82.jpg,line,44,438,395,529
83.jpg,line,49,46,454,168
83.jpg,line,45,190,450,313
83.jpg,line,45,322,450,444
83.jpg,line,319,458,362,593
84.jpg,line,43,98,459,170
84.jpg,line,38,198,456,292
84.jpg,line,44,323,450,414
84.jpg,line,312,450,372,567
85.jpg,line,48,57,456,173
85.jpg,line,48,179,454,303
85.jpg,line,50,336,452,472
85.jpg,line,316,486,337,561
86.jpg,line,48,97,453,203
86.jpg,line,51,176,453,294
86.jpg,line,50,328,363,395
87.jpg,line,27,63,466,181
87.jpg,line,28,189,467,307
87.jpg,line,28,304,467,422
88.jpg,line,49,63,455,166
88.jpg,line,41,202,455,310
88.jpg,line,44,316,457,424
88.jpg,line,42,423,109,503
89.jpg,line,50,67,453,186
89.jpg,line,51,212,455,323
89.jpg,line,51,332,455,444
89.jpg,line,49,460,359,585
9.jpg,line,58,71,572,166
9.jpg,line,55,197,576,301
9.jpg,line,53,329,573,452
9.jpg,line,51,477,572,601
90.jpg,line,46,55,452,167
90.jpg,line,46,189,452,301
90.jpg,line,45,305,452,417
90.jpg,line,43,453,449,564
91.jpg,line,29,78,460,187
91.jpg,line,27,223,458,332
91.jpg,line,27,348,458,458
91.jpg,line,25,468,456,577
92.jpg,line,30,92,455,176
92.jpg,line,36,219,455,329
92.jpg,line,39,352,459,462
92.jpg,line,38,453,457,562
93.jpg,line,47,48,451,153
93.jpg,line,48,185,452,290
93.jpg,line,44,320,448,426
93.jpg,line,50,435,564,564
95.jpg,line,119,90,520,228
96.jpg,line,152,29,504,226
